,states,fips,year,sex,sex_code,age_group,population,breast,lung_and_bronchus,melanoma_of_the_skin,real_gdp,real_personal_income,real_pce,gdp,personal_income,disposable_personal_income,pce,regional_price_parities,n_jobs,regional_price_deflator,states_abbr,non_smoker_rate
552,Louisiana,22,2016,Male,M,25-44,614108,0.0,2.0,7.0,228428.5,203909.5,163217.7,227090.7,200190.6,181555.9,160575.5,94.462,2691382.0,98.381,LA,47.2
553,Louisiana,22,2016,Male,M,45-64,575194,2.0,114.0,30.0,228428.5,203909.5,163217.7,227090.7,200190.6,181555.9,160575.5,94.462,2691382.0,98.381,LA,47.2
554,Louisiana,22,2016,Male,M,65+,296018,11.0,421.0,94.0,228428.5,203909.5,163217.7,227090.7,200190.6,181555.9,160575.5,94.462,2691382.0,98.381,LA,47.2
555,Louisiana,22,2017,Female,F,25-44,628578,58.0,2.0,11.0,233351.7,208489.7,166807.5,241213.4,206121.5,187879.7,165360.8,93.476,2692658.0,99.133,LA,58.9
556,Louisiana,22,2017,Female,F,45-64,612899,256.0,91.0,27.0,233351.7,208489.7,166807.5,241213.4,206121.5,187879.7,165360.8,93.476,2692658.0,99.133,LA,58.9
557,Louisiana,22,2017,Female,F,65+,392144,430.0,258.0,35.0,233351.7,208489.7,166807.5,241213.4,206121.5,187879.7,165360.8,93.476,2692658.0,99.133,LA,58.9
558,Louisiana,22,2017,Male,M,25-44,613182,172.9634703196347,4.0,9.0,233351.7,208489.7,166807.5,241213.4,206121.5,187879.7,165360.8,93.476,2692658.0,99.133,LA,48.5
559,Louisiana,22,2017,Male,M,45-64,570228,172.9634703196347,116.0,33.0,233351.7,208489.7,166807.5,241213.4,206121.5,187879.7,165360.8,93.476,2692658.0,99.133,LA,48.5
560,Louisiana,22,2017,Male,M,65+,305654,5.0,425.0,107.0,233351.7,208489.7,166807.5,241213.4,206121.5,187879.7,165360.8,93.476,2692658.0,99.133,LA,48.5
561,Louisiana,22,2018,Female,F,25-44,628585,55.0,161.55295950155764,13.0,237298.3,216358.7,172055.0,256677.8,215086.4,197083.6,171430.4,91.985,2725149.0,99.637,LA,62.9
562,Louisiana,22,2018,Female,F,45-64,606387,271.0,84.0,22.0,237298.3,216358.7,172055.0,256677.8,215086.4,197083.6,171430.4,91.985,2725149.0,99.637,LA,62.9
563,Louisiana,22,2018,Female,F,65+,403348,441.0,244.0,33.0,237298.3,216358.7,172055.0,256677.8,215086.4,197083.6,171430.4,91.985,2725149.0,99.637,LA,62.9
564,Louisiana,22,2018,Male,M,25-44,612869,172.9634703196347,4.0,9.0,237298.3,216358.7,172055.0,256677.8,215086.4,197083.6,171430.4,91.985,2725149.0,99.637,LA,50.5
565,Louisiana,22,2018,Male,M,45-64,563212,172.9634703196347,112.0,42.0,237298.3,216358.7,172055.0,256677.8,215086.4,197083.6,171430.4,91.985,2725149.0,99.637,LA,50.5
566,Louisiana,22,2018,Male,M,65+,315496,6.0,405.0,105.0,237298.3,216358.7,172055.0,256677.8,215086.4,197083.6,171430.4,91.985,2725149.0,99.637,LA,50.5
567,Maine,23,2014,Female,F,25-44,155197,63.0,161.55295950155764,14.0,54037.9,58380.4,54213.2,56410.8,55863.6,50315.9,51947.7,93.133,810868.0,95.821,ME,52.5
568,Maine,23,2014,Female,F,45-64,208502,256.0,94.0,37.0,54037.9,58380.4,54213.2,56410.8,55863.6,50315.9,51947.7,93.133,810868.0,95.821,ME,52.5
569,Maine,23,2014,Female,F,65+,133605,435.0,342.0,62.0,54037.9,58380.4,54213.2,56410.8,55863.6,50315.9,51947.7,93.133,810868.0,95.821,ME,52.5
570,Maine,23,2014,Male,M,25-44,152091,0.0,161.55295950155764,12.0,54037.9,58380.4,54213.2,56410.8,55863.6,50315.9,51947.7,93.133,810868.0,95.821,ME,44.6
571,Maine,23,2014,Male,M,45-64,197235,172.9634703196347,120.0,40.0,54037.9,58380.4,54213.2,56410.8,55863.6,50315.9,51947.7,93.133,810868.0,95.821,ME,44.6
572,Maine,23,2014,Male,M,65+,109676,172.9634703196347,418.0,144.0,54037.9,58380.4,54213.2,56410.8,55863.6,50315.9,51947.7,93.133,810868.0,95.821,ME,44.6
573,Maine,23,2015,Female,F,25-44,154497,69.0,161.55295950155764,26.0,54425.8,59182.9,54023.1,58131.3,58331.3,52274.0,53337.5,95.748,816552.0,98.731,ME,53.1
574,Maine,23,2015,Female,F,45-64,207309,240.0,87.0,49.0,54425.8,59182.9,54023.1,58131.3,58331.3,52274.0,53337.5,95.748,816552.0,98.731,ME,53.1
575,Maine,23,2015,Female,F,65+,136920,419.0,359.0,67.0,54425.8,59182.9,54023.1,58131.3,58331.3,52274.0,53337.5,95.748,816552.0,98.731,ME,53.1
576,Maine,23,2015,Male,M,25-44,151568,0.0,161.55295950155764,11.0,54425.8,59182.9,54023.1,58131.3,58331.3,52274.0,53337.5,95.748,816552.0,98.731,ME,44.5
577,Maine,23,2015,Male,M,45-64,195855,172.9634703196347,112.0,40.0,54425.8,59182.9,54023.1,58131.3,58331.3,52274.0,53337.5,95.748,816552.0,98.731,ME,44.5
578,Maine,23,2015,Male,M,65+,113299,172.9634703196347,406.0,134.0,54425.8,59182.9,54023.1,58131.3,58331.3,52274.0,53337.5,95.748,816552.0,98.731,ME,44.5
579,Maine,23,2016,Female,F,25-44,154759,60.0,161.55295950155764,26.0,55565.4,60827.6,55526.2,60254.4,59959.2,53534.5,54847.8,94.844,826727.0,98.778,ME,52.7
580,Maine,23,2016,Female,F,45-64,205964,252.0,105.0,40.0,55565.4,60827.6,55526.2,60254.4,59959.2,53534.5,54847.8,94.844,826727.0,98.778,ME,52.7
581,Maine,23,2016,Female,F,65+,141256,411.0,333.0,75.0,55565.4,60827.6,55526.2,60254.4,59959.2,53534.5,54847.8,94.844,826727.0,98.778,ME,52.7
582,Maine,23,2016,Male,M,25-44,151645,0.0,161.55295950155764,50.42757172848145,55565.4,60827.6,55526.2,60254.4,59959.2,53534.5,54847.8,94.844,826727.0,98.778,ME,43.5
583,Maine,23,2016,Male,M,45-64,194826,172.9634703196347,122.0,44.0,55565.4,60827.6,55526.2,60254.4,59959.2,53534.5,54847.8,94.844,826727.0,98.778,ME,43.5
584,Maine,23,2016,Male,M,65+,117170,172.9634703196347,449.0,145.0,55565.4,60827.6,55526.2,60254.4,59959.2,53534.5,54847.8,94.844,826727.0,98.778,ME,43.5
585,Maine,23,2017,Female,F,25-44,155686,53.0,161.55295950155764,15.0,56469.4,61113.2,56247.1,62253.6,62372.1,55967.0,57591.1,96.547,834228.0,102.39,ME,56.5
586,Maine,23,2017,Female,F,45-64,204288,262.0,99.0,46.0,56469.4,61113.2,56247.1,62253.6,62372.1,55967.0,57591.1,96.547,834228.0,102.39,ME,56.5
587,Maine,23,2017,Female,F,65+,145560,439.0,350.0,64.0,56469.4,61113.2,56247.1,62253.6,62372.1,55967.0,57591.1,96.547,834228.0,102.39,ME,56.5
588,Maine,23,2017,Male,M,25-44,153232,0.0,161.55295950155764,50.42757172848145,56469.4,61113.2,56247.1,62253.6,62372.1,55967.0,57591.1,96.547,834228.0,102.39,ME,45.1
589,Maine,23,2017,Male,M,45-64,193055,172.9634703196347,105.0,41.0,56469.4,61113.2,56247.1,62253.6,62372.1,55967.0,57591.1,96.547,834228.0,102.39,ME,45.1
590,Maine,23,2017,Male,M,65+,121258,172.9634703196347,388.0,112.0,56469.4,61113.2,56247.1,62253.6,62372.1,55967.0,57591.1,96.547,834228.0,102.39,ME,45.1
591,Maine,23,2018,Female,F,25-44,156982,56.0,161.55295950155764,19.0,58099.9,62338.0,57394.0,65477.1,65015.1,58648.7,60085.5,96.65,843772.0,104.69,ME,54.2
592,Maine,23,2018,Female,F,45-64,201607,250.0,113.0,47.0,58099.9,62338.0,57394.0,65477.1,65015.1,58648.7,60085.5,96.65,843772.0,104.69,ME,54.2
593,Maine,23,2018,Female,F,65+,150513,413.0,328.0,88.0,58099.9,62338.0,57394.0,65477.1,65015.1,58648.7,60085.5,96.65,843772.0,104.69,ME,54.2
594,Maine,23,2018,Male,M,25-44,155123,0.0,161.55295950155764,50.42757172848145,58099.9,62338.0,57394.0,65477.1,65015.1,58648.7,60085.5,96.65,843772.0,104.69,ME,46.3
595,Maine,23,2018,Male,M,45-64,190256,172.9634703196347,108.0,39.0,58099.9,62338.0,57394.0,65477.1,65015.1,58648.7,60085.5,96.65,843772.0,104.69,ME,46.3
596,Maine,23,2018,Male,M,65+,125854,172.9634703196347,391.0,147.0,58099.9,62338.0,57394.0,65477.1,65015.1,58648.7,60085.5,96.65,843772.0,104.69,ME,46.3
597,Maryland,24,2014,Female,F,25-44,805606,61.0,2.0,9.0,339604.6,291425.4,219260.6,352761.3,322438.2,279330.8,242928.8,107.686,3537654.0,110.795,MD,67.4
598,Maryland,24,2014,Female,F,45-64,859806,273.0,68.0,27.0,339604.6,291425.4,219260.6,352761.3,322438.2,279330.8,242928.8,107.686,3537654.0,110.795,MD,67.4
599,Maryland,24,2014,Female,F,65+,468012,433.0,284.0,53.0,339604.6,291425.4,219260.6,352761.3,322438.2,279330.8,242928.8,107.686,3537654.0,110.795,MD,67.4
600,Maryland,24,2014,Male,M,25-44,761604,172.9634703196347,3.0,8.0,339604.6,291425.4,219260.6,352761.3,322438.2,279330.8,242928.8,107.686,3537654.0,110.795,MD,57.8
601,Maryland,24,2014,Male,M,45-64,780991,172.9634703196347,77.0,38.0,339604.6,291425.4,219260.6,352761.3,322438.2,279330.8,242928.8,107.686,3537654.0,110.795,MD,57.8
602,Maryland,24,2014,Male,M,65+,353859,6.0,355.0,140.0,339604.6,291425.4,219260.6,352761.3,322438.2,279330.8,242928.8,107.686,3537654.0,110.795,MD,57.8
603,Maryland,24,2015,Female,F,25-44,806642,61.0,161.55295950155764,14.0,348151.8,304565.5,224179.5,369728.1,337702.8,291490.6,248999.3,107.715,3602936.0,111.071,MD,66.6
604,Maryland,24,2015,Female,F,45-64,862199,273.0,65.0,32.0,348151.8,304565.5,224179.5,369728.1,337702.8,291490.6,248999.3,107.715,3602936.0,111.071,MD,66.6
605,Maryland,24,2015,Female,F,65+,482537,430.0,290.0,55.0,348151.8,304565.5,224179.5,369728.1,337702.8,291490.6,248999.3,107.715,3602936.0,111.071,MD,66.6
606,Maryland,24,2015,Male,M,25-44,764807,172.9634703196347,2.0,8.0,348151.8,304565.5,224179.5,369728.1,337702.8,291490.6,248999.3,107.715,3602936.0,111.071,MD,56.0
607,Maryland,24,2015,Male,M,45-64,784435,2.0,71.0,46.0,348151.8,304565.5,224179.5,369728.1,337702.8,291490.6,248999.3,107.715,3602936.0,111.071,MD,56.0
608,Maryland,24,2015,Male,M,65+,365949,7.0,366.0,163.0,348151.8,304565.5,224179.5,369728.1,337702.8,291490.6,248999.3,107.715,3602936.0,111.071,MD,56.0
609,Maryland,24,2016,Female,F,25-44,804314,63.0,2.0,11.0,360082.0,315507.7,229551.2,387733.4,350384.4,302647.6,255458.3,106.853,3659061.0,111.286,MD,66.9
610,Maryland,24,2016,Female,F,45-64,862016,263.0,66.0,33.0,360082.0,315507.7,229551.2,387733.4,350384.4,302647.6,255458.3,106.853,3659061.0,111.286,MD,66.9
611,Maryland,24,2016,Female,F,65+,497764,423.0,285.0,61.0,360082.0,315507.7,229551.2,387733.4,350384.4,302647.6,255458.3,106.853,3659061.0,111.286,MD,66.9
612,Maryland,24,2016,Male,M,25-44,762959,0.0,2.0,7.0,360082.0,315507.7,229551.2,387733.4,350384.4,302647.6,255458.3,106.853,3659061.0,111.286,MD,58.4
613,Maryland,24,2016,Male,M,45-64,783835,2.0,72.0,39.0,360082.0,315507.7,229551.2,387733.4,350384.4,302647.6,255458.3,106.853,3659061.0,111.286,MD,58.4
614,Maryland,24,2016,Male,M,65+,378388,10.0,351.0,153.0,360082.0,315507.7,229551.2,387733.4,350384.4,302647.6,255458.3,106.853,3659061.0,111.286,MD,58.4
615,Maryland,24,2017,Female,F,25-44,806139,64.0,3.0,15.0,366204.4,320569.2,233306.9,400157.0,361606.2,313105.4,263908.1,106.662,3696747.0,113.116,MD,68.8
616,Maryland,24,2017,Female,F,45-64,859463,268.0,77.0,36.0,366204.4,320569.2,233306.9,400157.0,361606.2,313105.4,263908.1,106.662,3696747.0,113.116,MD,68.8
617,Maryland,24,2017,Female,F,65+,512723,438.0,279.0,54.0,366204.4,320569.2,233306.9,400157.0,361606.2,313105.4,263908.1,106.662,3696747.0,113.116,MD,68.8
618,Maryland,24,2017,Male,M,25-44,767813,0.0,2.0,8.0,366204.4,320569.2,233306.9,400157.0,361606.2,313105.4,263908.1,106.662,3696747.0,113.116,MD,59.1
619,Maryland,24,2017,Male,M,45-64,781500,2.0,68.0,45.0,366204.4,320569.2,233306.9,400157.0,361606.2,313105.4,263908.1,106.662,3696747.0,113.116,MD,59.1
620,Maryland,24,2017,Male,M,65+,390067,7.0,343.0,155.0,366204.4,320569.2,233306.9,400157.0,361606.2,313105.4,263908.1,106.662,3696747.0,113.116,MD,59.1
621,Maryland,24,2018,Female,F,25-44,809882,58.0,161.55295950155764,12.0,367977.4,324781.7,238565.0,410812.2,371870.3,322539.4,273980.3,106.025,3751407.0,114.845,MD,68.7
622,Maryland,24,2018,Female,F,45-64,852100,260.0,67.0,30.0,367977.4,324781.7,238565.0,410812.2,371870.3,322539.4,273980.3,106.025,3751407.0,114.845,MD,68.7
623,Maryland,24,2018,Female,F,65+,528847,425.0,259.0,60.0,367977.4,324781.7,238565.0,410812.2,371870.3,322539.4,273980.3,106.025,3751407.0,114.845,MD,68.7
624,Maryland,24,2018,Male,M,25-44,772872,172.9634703196347,2.0,6.0,367977.4,324781.7,238565.0,410812.2,371870.3,322539.4,273980.3,106.025,3751407.0,114.845,MD,58.7
625,Maryland,24,2018,Male,M,45-64,775122,2.0,70.0,41.0,367977.4,324781.7,238565.0,410812.2,371870.3,322539.4,273980.3,106.025,3751407.0,114.845,MD,58.7
626,Maryland,24,2018,Male,M,65+,402662,7.0,315.0,154.0,367977.4,324781.7,238565.0,410812.2,371870.3,322539.4,273980.3,106.025,3751407.0,114.845,MD,58.7
627,Massachusetts,25,2014,Female,F,25-44,899894,61.0,2.0,11.0,451568.9,375208.9,294294.9,470468.5,401832.5,339616.1,315612.4,104.235,4447626.0,107.244,MA,61.5
628,Massachusetts,25,2014,Female,F,45-64,967148,273.0,76.0,27.0,451568.9,375208.9,294294.9,470468.5,401832.5,339616.1,315612.4,104.235,4447626.0,107.244,MA,61.5
629,Massachusetts,25,2014,Female,F,65+,584168,458.0,320.0,49.0,451568.9,375208.9,294294.9,470468.5,401832.5,339616.1,315612.4,104.235,4447626.0,107.244,MA,61.5
630,Massachusetts,25,2014,Male,M,25-44,872011,172.9634703196347,2.0,8.0,451568.9,375208.9,294294.9,470468.5,401832.5,339616.1,315612.4,104.235,4447626.0,107.244,MA,55.1
631,Massachusetts,25,2014,Male,M,45-64,904789,1.0,75.0,35.0,451568.9,375208.9,294294.9,470468.5,401832.5,339616.1,315612.4,104.235,4447626.0,107.244,MA,55.1
632,Massachusetts,25,2014,Male,M,65+,436526,6.0,397.0,97.0,451568.9,375208.9,294294.9,470468.5,401832.5,339616.1,315612.4,104.235,4447626.0,107.244,MA,55.1
633,Massachusetts,25,2015,Female,F,25-44,901398,65.0,3.0,13.0,468060.9,398071.6,303614.3,498851.3,428228.9,360480.4,327178.8,104.505,4631417.0,107.761,MA,62.3
634,Massachusetts,25,2015,Female,F,45-64,970960,273.0,78.0,29.0,468060.9,398071.6,303614.3,498851.3,428228.9,360480.4,327178.8,104.505,4631417.0,107.761,MA,62.3
635,Massachusetts,25,2015,Female,F,65+,598163,445.0,331.0,64.0,468060.9,398071.6,303614.3,498851.3,428228.9,360480.4,327178.8,104.505,4631417.0,107.761,MA,62.3
636,Massachusetts,25,2015,Male,M,25-44,877371,172.9634703196347,2.0,6.0,468060.9,398071.6,303614.3,498851.3,428228.9,360480.4,327178.8,104.505,4631417.0,107.761,MA,55.6
637,Massachusetts,25,2015,Male,M,45-64,907530,1.0,77.0,34.0,468060.9,398071.6,303614.3,498851.3,428228.9,360480.4,327178.8,104.505,4631417.0,107.761,MA,55.6
638,Massachusetts,25,2015,Male,M,65+,450233,5.0,378.0,127.0,468060.9,398071.6,303614.3,498851.3,428228.9,360480.4,327178.8,104.505,4631417.0,107.761,MA,55.6
639,Massachusetts,25,2016,Female,F,25-44,902601,64.0,3.0,13.0,475349.0,397805.5,302062.6,514637.6,444184.1,375655.8,337983.0,107.435,4709797.0,111.892,MA,62.6
640,Massachusetts,25,2016,Female,F,45-64,971634,286.0,83.0,33.0,475349.0,397805.5,302062.6,514637.6,444184.1,375655.8,337983.0,107.435,4709797.0,111.892,MA,62.6
641,Massachusetts,25,2016,Female,F,65+,612614,457.0,332.0,68.0,475349.0,397805.5,302062.6,514637.6,444184.1,375655.8,337983.0,107.435,4709797.0,111.892,MA,62.6
642,Massachusetts,25,2016,Male,M,25-44,883692,172.9634703196347,161.55295950155764,9.0,475349.0,397805.5,302062.6,514637.6,444184.1,375655.8,337983.0,107.435,4709797.0,111.892,MA,56.3
643,Massachusetts,25,2016,Male,M,45-64,907119,1.0,78.0,42.0,475349.0,397805.5,302062.6,514637.6,444184.1,375655.8,337983.0,107.435,4709797.0,111.892,MA,56.3
644,Massachusetts,25,2016,Male,M,65+,464411,6.0,369.0,145.0,475349.0,397805.5,302062.6,514637.6,444184.1,375655.8,337983.0,107.435,4709797.0,111.892,MA,56.3
645,Massachusetts,25,2017,Female,F,25-44,909992,58.0,2.0,13.0,482808.4,412545.2,311443.1,531008.0,463980.9,392566.5,350797.7,106.209,4778252.0,112.636,MA,64.7
646,Massachusetts,25,2017,Female,F,45-64,968572,284.0,79.0,42.0,482808.4,412545.2,311443.1,531008.0,463980.9,392566.5,350797.7,106.209,4778252.0,112.636,MA,64.7
647,Massachusetts,25,2017,Female,F,65+,627364,440.0,329.0,70.0,482808.4,412545.2,311443.1,531008.0,463980.9,392566.5,350797.7,106.209,4778252.0,112.636,MA,64.7
648,Massachusetts,25,2017,Male,M,25-44,895493,172.9634703196347,2.0,8.0,482808.4,412545.2,311443.1,531008.0,463980.9,392566.5,350797.7,106.209,4778252.0,112.636,MA,57.5
649,Massachusetts,25,2017,Male,M,45-64,903905,1.0,77.0,47.0,482808.4,412545.2,311443.1,531008.0,463980.9,392566.5,350797.7,106.209,4778252.0,112.636,MA,57.5
650,Massachusetts,25,2017,Male,M,65+,478299,9.0,372.0,146.0,482808.4,412545.2,311443.1,531008.0,463980.9,392566.5,350797.7,106.209,4778252.0,112.636,MA,57.5
651,Massachusetts,25,2018,Female,F,25-44,918428,60.0,1.0,9.0,501541.5,421222.1,315306.1,563054.3,487436.5,414099.6,364729.5,106.791,4854641.0,115.675,MA,64.3
652,Massachusetts,25,2018,Female,F,45-64,961218,256.0,78.0,23.0,501541.5,421222.1,315306.1,563054.3,487436.5,414099.6,364729.5,106.791,4854641.0,115.675,MA,64.3
653,Massachusetts,25,2018,Female,F,65+,643512,403.0,280.0,37.0,501541.5,421222.1,315306.1,563054.3,487436.5,414099.6,364729.5,106.791,4854641.0,115.675,MA,64.3
654,Massachusetts,25,2018,Male,M,25-44,905846,172.9634703196347,2.0,6.0,501541.5,421222.1,315306.1,563054.3,487436.5,414099.6,364729.5,106.791,4854641.0,115.675,MA,58.5
655,Massachusetts,25,2018,Male,M,45-64,896389,172.9634703196347,70.0,26.0,501541.5,421222.1,315306.1,563054.3,487436.5,414099.6,364729.5,106.791,4854641.0,115.675,MA,58.5
656,Massachusetts,25,2018,Male,M,65+,492906,6.0,324.0,90.0,501541.5,421222.1,315306.1,563054.3,487436.5,414099.6,364729.5,106.791,4854641.0,115.675,MA,58.5
657,Michigan,26,2014,Female,F,25-44,1197262,54.0,4.0,16.0,434313.2,418732.3,362256.3,451773.2,411019.8,366382.0,356075.1,95.536,5412041.0,98.294,MI,56.6
658,Michigan,26,2014,Female,F,45-64,1408929,245.0,87.0,25.0,434313.2,418732.3,362256.3,451773.2,411019.8,366382.0,356075.1,95.536,5412041.0,98.294,MI,56.6
659,Michigan,26,2014,Female,F,65+,855655,393.0,305.0,42.0,434313.2,418732.3,362256.3,451773.2,411019.8,366382.0,356075.1,95.536,5412041.0,98.294,MI,56.6
660,Michigan,26,2014,Male,M,25-44,1190726,172.9634703196347,3.0,8.0,434313.2,418732.3,362256.3,451773.2,411019.8,366382.0,356075.1,95.536,5412041.0,98.294,MI,47.4
661,Michigan,26,2014,Male,M,45-64,1350229,1.0,99.0,33.0,434313.2,418732.3,362256.3,451773.2,411019.8,366382.0,356075.1,95.536,5412041.0,98.294,MI,47.4
662,Michigan,26,2014,Male,M,65+,675732,8.0,411.0,105.0,434313.2,418732.3,362256.3,451773.2,411019.8,366382.0,356075.1,95.536,5412041.0,98.294,MI,47.4
663,Michigan,26,2015,Female,F,25-44,1196852,51.0,4.0,18.0,443831.2,449113.5,379504.6,474983.3,433688.6,384752.7,367102.3,93.809,5501549.0,96.732,MI,55.7
664,Michigan,26,2015,Female,F,45-64,1405178,250.0,88.0,28.0,443831.2,449113.5,379504.6,474983.3,433688.6,384752.7,367102.3,93.809,5501549.0,96.732,MI,55.7
665,Michigan,26,2015,Female,F,65+,875200,411.0,308.0,45.0,443831.2,449113.5,379504.6,474983.3,433688.6,384752.7,367102.3,93.809,5501549.0,96.732,MI,55.7
666,Michigan,26,2015,Male,M,25-44,1195121,172.9634703196347,3.0,7.0,443831.2,449113.5,379504.6,474983.3,433688.6,384752.7,367102.3,93.809,5501549.0,96.732,MI,50.1
667,Michigan,26,2015,Male,M,45-64,1347231,2.0,94.0,33.0,443831.2,449113.5,379504.6,474983.3,433688.6,384752.7,367102.3,93.809,5501549.0,96.732,MI,50.1
668,Michigan,26,2015,Male,M,65+,696726,6.0,396.0,106.0,443831.2,449113.5,379504.6,474983.3,433688.6,384752.7,367102.3,93.809,5501549.0,96.732,MI,50.1
669,Michigan,26,2016,Female,F,25-44,1202186,56.0,3.0,16.0,452325.2,458546.2,390155.6,490264.0,446030.2,393954.6,380298.5,93.591,5575782.0,97.474,MI,57.7
670,Michigan,26,2016,Female,F,45-64,1399899,253.0,90.0,30.0,452325.2,458546.2,390155.6,490264.0,446030.2,393954.6,380298.5,93.591,5575782.0,97.474,MI,57.7
671,Michigan,26,2016,Female,F,65+,898357,418.0,288.0,45.0,452325.2,458546.2,390155.6,490264.0,446030.2,393954.6,380298.5,93.591,5575782.0,97.474,MI,57.7
672,Michigan,26,2016,Male,M,25-44,1205507,172.9634703196347,3.0,8.0,452325.2,458546.2,390155.6,490264.0,446030.2,393954.6,380298.5,93.591,5575782.0,97.474,MI,49.6
673,Michigan,26,2016,Male,M,45-64,1342736,1.0,99.0,42.0,452325.2,458546.2,390155.6,490264.0,446030.2,393954.6,380298.5,93.591,5575782.0,97.474,MI,49.6
674,Michigan,26,2016,Male,M,65+,719324,7.0,398.0,112.0,452325.2,458546.2,390155.6,490264.0,446030.2,393954.6,380298.5,93.591,5575782.0,97.474,MI,49.6
675,Michigan,26,2017,Female,F,25-44,1211400,55.0,3.0,13.0,457614.0,468503.4,401834.1,502130.4,459437.9,407506.0,394387.0,92.546,5631131.0,98.147,MI,58.5
676,Michigan,26,2017,Female,F,45-64,1389901,233.0,86.0,31.0,457614.0,468503.4,401834.1,502130.4,459437.9,407506.0,394387.0,92.546,5631131.0,98.147,MI,58.5
677,Michigan,26,2017,Female,F,65+,921773,402.0,296.0,46.0,457614.0,468503.4,401834.1,502130.4,459437.9,407506.0,394387.0,92.546,5631131.0,98.147,MI,58.5
678,Michigan,26,2017,Male,M,25-44,1219477,0.0,3.0,8.0,457614.0,468503.4,401834.1,502130.4,459437.9,407506.0,394387.0,92.546,5631131.0,98.147,MI,49.3
679,Michigan,26,2017,Male,M,45-64,1332812,1.0,94.0,37.0,457614.0,468503.4,401834.1,502130.4,459437.9,407506.0,394387.0,92.546,5631131.0,98.147,MI,49.3
680,Michigan,26,2017,Male,M,65+,742875,7.0,376.0,114.0,457614.0,468503.4,401834.1,502130.4,459437.9,407506.0,394387.0,92.546,5631131.0,98.147,MI,49.3
681,Michigan,26,2018,Female,F,25-44,1220645,53.0,2.0,15.0,466559.4,467791.0,403540.7,520245.1,477925.4,426252.5,411915.9,94.236,5715006.0,102.075,MI,59.3
682,Michigan,26,2018,Female,F,45-64,1374611,256.0,89.0,33.0,466559.4,467791.0,403540.7,520245.1,477925.4,426252.5,411915.9,94.236,5715006.0,102.075,MI,59.3
683,Michigan,26,2018,Female,F,65+,946412,430.0,292.0,41.0,466559.4,467791.0,403540.7,520245.1,477925.4,426252.5,411915.9,94.236,5715006.0,102.075,MI,59.3
684,Michigan,26,2018,Male,M,25-44,1234216,172.9634703196347,2.0,8.0,466559.4,467791.0,403540.7,520245.1,477925.4,426252.5,411915.9,94.236,5715006.0,102.075,MI,49.7
685,Michigan,26,2018,Male,M,45-64,1318042,2.0,95.0,38.0,466559.4,467791.0,403540.7,520245.1,477925.4,426252.5,411915.9,94.236,5715006.0,102.075,MI,49.7
686,Michigan,26,2018,Male,M,65+,766026,5.0,346.0,100.0,466559.4,467791.0,403540.7,520245.1,477925.4,426252.5,411915.9,94.236,5715006.0,102.075,MI,49.7
687,Minnesota,27,2014,Female,F,25-44,697674,56.0,161.55295950155764,22.0,314091.3,269625.9,215870.8,324751.4,273488.0,237352.5,219265.3,98.723,3603717.0,101.572,MN,61.5
688,Minnesota,27,2014,Female,F,45-64,736149,261.0,68.0,43.0,314091.3,269625.9,215870.8,324751.4,273488.0,237352.5,219265.3,98.723,3603717.0,101.572,MN,61.5
689,Minnesota,27,2014,Female,F,65+,430539,440.0,271.0,62.0,314091.3,269625.9,215870.8,324751.4,273488.0,237352.5,219265.3,98.723,3603717.0,101.572,MN,61.5
690,Minnesota,27,2014,Male,M,25-44,716162,172.9634703196347,2.0,12.0,314091.3,269625.9,215870.8,324751.4,273488.0,237352.5,219265.3,98.723,3603717.0,101.572,MN,52.4
691,Minnesota,27,2014,Male,M,45-64,730447,172.9634703196347,69.0,52.0,314091.3,269625.9,215870.8,324751.4,273488.0,237352.5,219265.3,98.723,3603717.0,101.572,MN,52.4
692,Minnesota,27,2014,Male,M,65+,347121,172.9634703196347,339.0,157.0,314091.3,269625.9,215870.8,324751.4,273488.0,237352.5,219265.3,98.723,3603717.0,101.572,MN,52.4
