,states,fips,year,sex,sex_code,age_group,population,breast,lung_and_bronchus,melanoma_of_the_skin,real_gdp,real_personal_income,real_pce,gdp,personal_income,disposable_personal_income,pce,regional_price_parities,n_jobs,regional_price_deflator,states_abbr,non_smoker_rate
404,Illinois,17,2016,Male,M,65+,820815,8.0,409.0,123.0,749333.5,649493.0,498923.9,807043.2,673691.0,589506.4,518592.3,99.802,7804669.0,103.942,IL,53.7
405,Illinois,17,2017,Female,F,25-44,1695891,60.0,2.0,17.0,753027.0,652105.3,502801.0,824913.4,692895.9,608991.4,535827.7,100.488,7823093.0,106.569,IL,66.7
406,Illinois,17,2017,Female,F,45-64,1705767,272.0,77.0,30.0,753027.0,652105.3,502801.0,824913.4,692895.9,608991.4,535827.7,100.488,7823093.0,106.569,IL,66.7
407,Illinois,17,2017,Female,F,65+,1095463,428.0,302.0,50.0,753027.0,652105.3,502801.0,824913.4,692895.9,608991.4,535827.7,100.488,7823093.0,106.569,IL,66.7
408,Illinois,17,2017,Male,M,25-44,1706058,172.9634703196347,2.0,7.0,753027.0,652105.3,502801.0,824913.4,692895.9,608991.4,535827.7,100.488,7823093.0,106.569,IL,56.0
409,Illinois,17,2017,Male,M,45-64,1632751,2.0,87.0,43.0,753027.0,652105.3,502801.0,824913.4,692895.9,608991.4,535827.7,100.488,7823093.0,106.569,IL,56.0
410,Illinois,17,2017,Male,M,65+,844618,7.0,406.0,125.0,753027.0,652105.3,502801.0,824913.4,692895.9,608991.4,535827.7,100.488,7823093.0,106.569,IL,56.0
411,Illinois,17,2018,Female,F,25-44,1690136,59.0,3.0,16.0,771695.5,669246.0,513045.0,865661.0,728667.0,641068.5,559565.3,100.692,7880587.0,109.067,IL,68.8
412,Illinois,17,2018,Female,F,45-64,1685221,266.0,76.0,32.0,771695.5,669246.0,513045.0,865661.0,728667.0,641068.5,559565.3,100.692,7880587.0,109.067,IL,68.8
413,Illinois,17,2018,Female,F,65+,1120295,440.0,305.0,53.0,771695.5,669246.0,513045.0,865661.0,728667.0,641068.5,559565.3,100.692,7880587.0,109.067,IL,68.8
414,Illinois,17,2018,Male,M,25-44,1703623,172.9634703196347,2.0,8.0,771695.5,669246.0,513045.0,865661.0,728667.0,641068.5,559565.3,100.692,7880587.0,109.067,IL,54.5
415,Illinois,17,2018,Male,M,45-64,1613521,1.0,81.0,37.0,771695.5,669246.0,513045.0,865661.0,728667.0,641068.5,559565.3,100.692,7880587.0,109.067,IL,54.5
416,Illinois,17,2018,Male,M,65+,869014,6.0,372.0,122.0,771695.5,669246.0,513045.0,865661.0,728667.0,641068.5,559565.3,100.692,7880587.0,109.067,IL,54.5
417,Indiana,18,2014,Female,F,25-44,831781,55.0,3.0,16.0,316783.1,283521.7,226601.1,327958.3,272244.9,245310.0,217888.8,93.457,3740428.0,96.155,IN,58.0
418,Indiana,18,2014,Female,F,45-64,878938,249.0,88.0,29.0,316783.1,283521.7,226601.1,327958.3,272244.9,245310.0,217888.8,93.457,3740428.0,96.155,IN,58.0
419,Indiana,18,2014,Female,F,65+,532294,429.0,326.0,47.0,316783.1,283521.7,226601.1,327958.3,272244.9,245310.0,217888.8,93.457,3740428.0,96.155,IN,58.0
420,Indiana,18,2014,Male,M,25-44,834080,172.9634703196347,3.0,9.0,316783.1,283521.7,226601.1,327958.3,272244.9,245310.0,217888.8,93.457,3740428.0,96.155,IN,47.8
421,Indiana,18,2014,Male,M,45-64,849968,172.9634703196347,114.0,39.0,316783.1,283521.7,226601.1,327958.3,272244.9,245310.0,217888.8,93.457,3740428.0,96.155,IN,47.8
422,Indiana,18,2014,Male,M,65+,409685,6.0,485.0,118.0,316783.1,283521.7,226601.1,327958.3,272244.9,245310.0,217888.8,93.457,3740428.0,96.155,IN,47.8
423,Indiana,18,2015,Female,F,25-44,831904,50.0,4.0,16.0,313751.2,297867.2,234366.3,331945.7,282821.4,253500.6,222911.7,92.239,3796419.0,95.113,IN,60.8
424,Indiana,18,2015,Female,F,45-64,878271,246.0,98.0,34.0,313751.2,297867.2,234366.3,331945.7,282821.4,253500.6,222911.7,92.239,3796419.0,95.113,IN,60.8
425,Indiana,18,2015,Female,F,65+,544421,438.0,326.0,47.0,313751.2,297867.2,234366.3,331945.7,282821.4,253500.6,222911.7,92.239,3796419.0,95.113,IN,60.8
426,Indiana,18,2015,Male,M,25-44,833845,172.9634703196347,4.0,6.0,313751.2,297867.2,234366.3,331945.7,282821.4,253500.6,222911.7,92.239,3796419.0,95.113,IN,46.6
427,Indiana,18,2015,Male,M,45-64,850290,172.9634703196347,119.0,41.0,313751.2,297867.2,234366.3,331945.7,282821.4,253500.6,222911.7,92.239,3796419.0,95.113,IN,46.6
428,Indiana,18,2015,Male,M,65+,422393,5.0,499.0,129.0,313751.2,297867.2,234366.3,331945.7,282821.4,253500.6,222911.7,92.239,3796419.0,95.113,IN,46.6
429,Indiana,18,2016,Female,F,25-44,834654,54.0,5.0,18.0,319601.5,303410.1,239991.2,340500.7,290604.4,260101.2,230341.9,92.156,3847508.0,95.979,IN,60.7
430,Indiana,18,2016,Female,F,45-64,878204,249.0,96.0,36.0,319601.5,303410.1,239991.2,340500.7,290604.4,260101.2,230341.9,92.156,3847508.0,95.979,IN,60.7
431,Indiana,18,2016,Female,F,65+,558577,416.0,322.0,51.0,319601.5,303410.1,239991.2,340500.7,290604.4,260101.2,230341.9,92.156,3847508.0,95.979,IN,60.7
432,Indiana,18,2016,Male,M,25-44,835197,0.0,4.0,11.0,319601.5,303410.1,239991.2,340500.7,290604.4,260101.2,230341.9,92.156,3847508.0,95.979,IN,47.7
433,Indiana,18,2016,Male,M,45-64,850620,172.9634703196347,117.0,39.0,319601.5,303410.1,239991.2,340500.7,290604.4,260101.2,230341.9,92.156,3847508.0,95.979,IN,47.7
434,Indiana,18,2016,Male,M,65+,436037,7.0,469.0,130.0,319601.5,303410.1,239991.2,340500.7,290604.4,260101.2,230341.9,92.156,3847508.0,95.979,IN,47.7
435,Indiana,18,2017,Female,F,25-44,840824,41.0,2.0,14.0,324997.6,311373.8,249527.6,352601.0,300964.6,270847.3,242291.0,91.559,3903417.0,97.1,IN,58.4
436,Indiana,18,2017,Female,F,45-64,875111,261.0,93.0,31.0,324997.6,311373.8,249527.6,352601.0,300964.6,270847.3,242291.0,91.559,3903417.0,97.1,IN,58.4
437,Indiana,18,2017,Female,F,65+,572742,423.0,311.0,53.0,324997.6,311373.8,249527.6,352601.0,300964.6,270847.3,242291.0,91.559,3903417.0,97.1,IN,58.4
438,Indiana,18,2017,Male,M,25-44,842189,172.9634703196347,2.0,9.0,324997.6,311373.8,249527.6,352601.0,300964.6,270847.3,242291.0,91.559,3903417.0,97.1,IN,48.7
439,Indiana,18,2017,Male,M,45-64,847255,172.9634703196347,106.0,39.0,324997.6,311373.8,249527.6,352601.0,300964.6,270847.3,242291.0,91.559,3903417.0,97.1,IN,48.7
440,Indiana,18,2017,Male,M,65+,449771,4.0,448.0,125.0,324997.6,311373.8,249527.6,352601.0,300964.6,270847.3,242291.0,91.559,3903417.0,97.1,IN,48.7
441,Indiana,18,2018,Female,F,25-44,848455,54.0,3.0,16.0,336327.1,314077.0,251086.1,373196.8,315740.4,286225.0,253792.5,93.315,3963442.0,101.078,IN,60.8
442,Indiana,18,2018,Female,F,45-64,869718,257.0,94.0,34.0,336327.1,314077.0,251086.1,373196.8,315740.4,286225.0,253792.5,93.315,3963442.0,101.078,IN,60.8
443,Indiana,18,2018,Female,F,65+,587766,424.0,280.0,48.0,336327.1,314077.0,251086.1,373196.8,315740.4,286225.0,253792.5,93.315,3963442.0,101.078,IN,60.8
444,Indiana,18,2018,Male,M,25-44,852147,172.9634703196347,2.0,7.0,336327.1,314077.0,251086.1,373196.8,315740.4,286225.0,253792.5,93.315,3963442.0,101.078,IN,48.9
445,Indiana,18,2018,Male,M,45-64,842110,2.0,100.0,36.0,336327.1,314077.0,251086.1,373196.8,315740.4,286225.0,253792.5,93.315,3963442.0,101.078,IN,48.9
446,Indiana,18,2018,Male,M,65+,463957,4.0,359.0,103.0,336327.1,314077.0,251086.1,373196.8,315740.4,286225.0,253792.5,93.315,3963442.0,101.078,IN,48.9
447,Iowa,19,2014,Female,F,25-44,370190,61.0,6.0,21.0,166619.2,147480.6,112384.2,173095.9,139531.3,125177.0,106473.5,92.082,2038926.0,94.741,IA,61.9
448,Iowa,19,2014,Female,F,45-64,406633,247.0,77.0,34.0,166619.2,147480.6,112384.2,173095.9,139531.3,125177.0,106473.5,92.082,2038926.0,94.741,IA,61.9
449,Iowa,19,2014,Female,F,65+,275173,424.0,307.0,54.0,166619.2,147480.6,112384.2,173095.9,139531.3,125177.0,106473.5,92.082,2038926.0,94.741,IA,61.9
450,Iowa,19,2014,Male,M,25-44,383756,0.0,161.55295950155764,11.0,166619.2,147480.6,112384.2,173095.9,139531.3,125177.0,106473.5,92.082,2038926.0,94.741,IA,49.6
451,Iowa,19,2014,Male,M,45-64,404414,172.9634703196347,91.0,47.0,166619.2,147480.6,112384.2,173095.9,139531.3,125177.0,106473.5,92.082,2038926.0,94.741,IA,49.6
452,Iowa,19,2014,Male,M,65+,214571,172.9634703196347,443.0,131.0,166619.2,147480.6,112384.2,173095.9,139531.3,125177.0,106473.5,92.082,2038926.0,94.741,IA,49.6
453,Iowa,19,2015,Female,F,25-44,371174,52.0,4.0,22.0,171126.5,156301.1,117133.0,180299.3,144587.6,129236.1,108541.7,89.866,2059837.0,92.665,IA,61.6
454,Iowa,19,2015,Female,F,45-64,405541,271.0,84.0,43.0,171126.5,156301.1,117133.0,180299.3,144587.6,129236.1,108541.7,89.866,2059837.0,92.665,IA,61.6
455,Iowa,19,2015,Female,F,65+,279586,428.0,286.0,59.0,171126.5,156301.1,117133.0,180299.3,144587.6,129236.1,108541.7,89.866,2059837.0,92.665,IA,61.6
456,Iowa,19,2015,Male,M,25-44,385755,0.0,161.55295950155764,9.0,171126.5,156301.1,117133.0,180299.3,144587.6,129236.1,108541.7,89.866,2059837.0,92.665,IA,50.8
457,Iowa,19,2015,Male,M,45-64,403203,172.9634703196347,103.0,44.0,171126.5,156301.1,117133.0,180299.3,144587.6,129236.1,108541.7,89.866,2059837.0,92.665,IA,50.8
458,Iowa,19,2015,Male,M,65+,220861,7.0,434.0,138.0,171126.5,156301.1,117133.0,180299.3,144587.6,129236.1,108541.7,89.866,2059837.0,92.665,IA,50.8
459,Iowa,19,2016,Female,F,25-44,372907,55.0,161.55295950155764,29.0,170389.1,155385.6,118522.7,181011.4,145790.0,130209.0,111435.6,90.276,2066677.0,94.021,IA,63.2
460,Iowa,19,2016,Female,F,45-64,403493,268.0,86.0,48.0,170389.1,155385.6,118522.7,181011.4,145790.0,130209.0,111435.6,90.276,2066677.0,94.021,IA,63.2
461,Iowa,19,2016,Female,F,65+,285202,435.0,281.0,54.0,170389.1,155385.6,118522.7,181011.4,145790.0,130209.0,111435.6,90.276,2066677.0,94.021,IA,63.2
462,Iowa,19,2016,Male,M,25-44,387973,0.0,161.55295950155764,14.0,170389.1,155385.6,118522.7,181011.4,145790.0,130209.0,111435.6,90.276,2066677.0,94.021,IA,52.7
463,Iowa,19,2016,Male,M,45-64,401065,172.9634703196347,87.0,47.0,170389.1,155385.6,118522.7,181011.4,145790.0,130209.0,111435.6,90.276,2066677.0,94.021,IA,52.7
464,Iowa,19,2016,Male,M,65+,227375,7.0,398.0,146.0,170389.1,155385.6,118522.7,181011.4,145790.0,130209.0,111435.6,90.276,2066677.0,94.021,IA,52.7
465,Iowa,19,2017,Female,F,25-44,376782,52.0,161.55295950155764,32.0,170887.5,157894.4,121372.9,184561.3,149420.3,133672.6,115223.3,89.516,2061851.0,94.933,IA,63.3
466,Iowa,19,2017,Female,F,45-64,399993,280.0,83.0,43.0,170887.5,157894.4,121372.9,184561.3,149420.3,133672.6,115223.3,89.516,2061851.0,94.933,IA,63.3
467,Iowa,19,2017,Female,F,65+,290846,472.0,291.0,60.0,170887.5,157894.4,121372.9,184561.3,149420.3,133672.6,115223.3,89.516,2061851.0,94.933,IA,63.3
468,Iowa,19,2017,Male,M,25-44,392125,0.0,5.0,10.0,170887.5,157894.4,121372.9,184561.3,149420.3,133672.6,115223.3,89.516,2061851.0,94.933,IA,53.1
469,Iowa,19,2017,Male,M,45-64,397375,172.9634703196347,101.0,47.0,170887.5,157894.4,121372.9,184561.3,149420.3,133672.6,115223.3,89.516,2061851.0,94.933,IA,53.1
470,Iowa,19,2017,Male,M,65+,234189,8.0,416.0,146.0,170887.5,157894.4,121372.9,184561.3,149420.3,133672.6,115223.3,89.516,2061851.0,94.933,IA,53.1
471,Iowa,19,2018,Female,F,25-44,379748,57.0,161.55295950155764,25.0,173547.7,157643.9,120333.8,191516.6,155916.4,140434.0,119389.8,91.596,2076092.0,99.216,IA,65.5
472,Iowa,19,2018,Female,F,45-64,395440,287.0,89.0,49.0,173547.7,157643.9,120333.8,191516.6,155916.4,140434.0,119389.8,91.596,2076092.0,99.216,IA,65.5
473,Iowa,19,2018,Female,F,65+,296966,436.0,269.0,66.0,173547.7,157643.9,120333.8,191516.6,155916.4,140434.0,119389.8,91.596,2076092.0,99.216,IA,65.5
474,Iowa,19,2018,Male,M,25-44,396277,0.0,4.0,15.0,173547.7,157643.9,120333.8,191516.6,155916.4,140434.0,119389.8,91.596,2076092.0,99.216,IA,52.4
475,Iowa,19,2018,Male,M,45-64,392472,172.9634703196347,90.0,41.0,173547.7,157643.9,120333.8,191516.6,155916.4,140434.0,119389.8,91.596,2076092.0,99.216,IA,52.4
476,Iowa,19,2018,Male,M,65+,241012,8.0,373.0,143.0,173547.7,157643.9,120333.8,191516.6,155916.4,140434.0,119389.8,91.596,2076092.0,99.216,IA,52.4
477,Kansas,20,2014,Female,F,25-44,357132,52.0,161.55295950155764,21.0,145344.1,141648.7,102717.4,150183.6,136878.7,122935.7,99395.5,94.051,1895859.0,96.766,KS,62.7
478,Kansas,20,2014,Female,F,45-64,370004,250.0,74.0,35.0,145344.1,141648.7,102717.4,150183.6,136878.7,122935.7,99395.5,94.051,1895859.0,96.766,KS,62.7
479,Kansas,20,2014,Female,F,65+,231552,431.0,269.0,57.0,145344.1,141648.7,102717.4,150183.6,136878.7,122935.7,99395.5,94.051,1895859.0,96.766,KS,62.7
480,Kansas,20,2014,Male,M,25-44,360345,0.0,161.55295950155764,9.0,145344.1,141648.7,102717.4,150183.6,136878.7,122935.7,99395.5,94.051,1895859.0,96.766,KS,53.7
481,Kansas,20,2014,Male,M,45-64,360033,172.9634703196347,90.0,43.0,145344.1,141648.7,102717.4,150183.6,136878.7,122935.7,99395.5,94.051,1895859.0,96.766,KS,53.7
482,Kansas,20,2014,Male,M,65+,183135,172.9634703196347,381.0,143.0,145344.1,141648.7,102717.4,150183.6,136878.7,122935.7,99395.5,94.051,1895859.0,96.766,KS,53.7
483,Kansas,20,2015,Female,F,25-44,357662,53.0,161.55295950155764,23.0,148810.5,143875.2,105720.3,154958.2,138336.8,124081.4,101825.9,93.406,1910954.0,96.316,KS,63.4
484,Kansas,20,2015,Female,F,45-64,368801,263.0,76.0,35.0,148810.5,143875.2,105720.3,154958.2,138336.8,124081.4,101825.9,93.406,1910954.0,96.316,KS,63.4
485,Kansas,20,2015,Female,F,65+,236406,460.0,294.0,70.0,148810.5,143875.2,105720.3,154958.2,138336.8,124081.4,101825.9,93.406,1910954.0,96.316,KS,63.4
486,Kansas,20,2015,Male,M,25-44,361759,0.0,161.55295950155764,11.0,148810.5,143875.2,105720.3,154958.2,138336.8,124081.4,101825.9,93.406,1910954.0,96.316,KS,52.7
487,Kansas,20,2015,Male,M,45-64,358744,172.9634703196347,74.0,51.0,148810.5,143875.2,105720.3,154958.2,138336.8,124081.4,101825.9,93.406,1910954.0,96.316,KS,52.7
488,Kansas,20,2015,Male,M,65+,188566,172.9634703196347,377.0,138.0,148810.5,143875.2,105720.3,154958.2,138336.8,124081.4,101825.9,93.406,1910954.0,96.316,KS,52.7
489,Kansas,20,2016,Female,F,25-44,358096,62.0,161.55295950155764,20.0,153695.3,143913.7,107598.3,160451.0,138533.9,124328.0,103792.2,92.62,1916152.0,96.463,KS,63.6
490,Kansas,20,2016,Female,F,45-64,366683,261.0,76.0,39.0,153695.3,143913.7,107598.3,160451.0,138533.9,124328.0,103792.2,92.62,1916152.0,96.463,KS,63.6
491,Kansas,20,2016,Female,F,65+,241883,442.0,255.0,57.0,153695.3,143913.7,107598.3,160451.0,138533.9,124328.0,103792.2,92.62,1916152.0,96.463,KS,63.6
492,Kansas,20,2016,Male,M,25-44,363962,172.9634703196347,161.55295950155764,13.0,153695.3,143913.7,107598.3,160451.0,138533.9,124328.0,103792.2,92.62,1916152.0,96.463,KS,53.8
493,Kansas,20,2016,Male,M,45-64,356568,172.9634703196347,77.0,48.0,153695.3,143913.7,107598.3,160451.0,138533.9,124328.0,103792.2,92.62,1916152.0,96.463,KS,53.8
494,Kansas,20,2016,Male,M,65+,194559,172.9634703196347,343.0,149.0,153695.3,143913.7,107598.3,160451.0,138533.9,124328.0,103792.2,92.62,1916152.0,96.463,KS,53.8
495,Kansas,20,2017,Female,F,25-44,358942,61.0,161.55295950155764,22.0,155514.7,146478.9,109693.1,165182.5,142421.6,127901.8,107133.4,92.094,1913449.0,97.666,KS,62.8
496,Kansas,20,2017,Female,F,45-64,363200,279.0,74.0,46.0,155514.7,146478.9,109693.1,165182.5,142421.6,127901.8,107133.4,92.094,1913449.0,97.666,KS,62.8
497,Kansas,20,2017,Female,F,65+,247715,438.0,237.0,59.0,155514.7,146478.9,109693.1,165182.5,142421.6,127901.8,107133.4,92.094,1913449.0,97.666,KS,62.8
498,Kansas,20,2017,Male,M,25-44,365257,0.0,161.55295950155764,9.0,155514.7,146478.9,109693.1,165182.5,142421.6,127901.8,107133.4,92.094,1913449.0,97.666,KS,53.7
499,Kansas,20,2017,Male,M,45-64,353323,172.9634703196347,81.0,54.0,155514.7,146478.9,109693.1,165182.5,142421.6,127901.8,107133.4,92.094,1913449.0,97.666,KS,53.7
500,Kansas,20,2017,Male,M,65+,200415,172.9634703196347,366.0,154.0,155514.7,146478.9,109693.1,165182.5,142421.6,127901.8,107133.4,92.094,1913449.0,97.666,KS,53.7
501,Kansas,20,2018,Female,F,25-44,360843,61.0,161.55295950155764,20.0,158734.4,148098.7,110579.5,172343.0,148523.2,133356.0,111458.2,93.054,1925615.0,100.795,KS,62.1
502,Kansas,20,2018,Female,F,45-64,358625,260.0,76.0,31.0,158734.4,148098.7,110579.5,172343.0,148523.2,133356.0,111458.2,93.054,1925615.0,100.795,KS,62.1
503,Kansas,20,2018,Female,F,65+,253983,456.0,261.0,54.0,158734.4,148098.7,110579.5,172343.0,148523.2,133356.0,111458.2,93.054,1925615.0,100.795,KS,62.1
504,Kansas,20,2018,Male,M,25-44,367490,172.9634703196347,161.55295950155764,12.0,158734.4,148098.7,110579.5,172343.0,148523.2,133356.0,111458.2,93.054,1925615.0,100.795,KS,54.1
505,Kansas,20,2018,Male,M,45-64,348567,172.9634703196347,82.0,45.0,158734.4,148098.7,110579.5,172343.0,148523.2,133356.0,111458.2,93.054,1925615.0,100.795,KS,54.1
506,Kansas,20,2018,Male,M,65+,206565,172.9634703196347,316.0,137.0,158734.4,148098.7,110579.5,172343.0,148523.2,133356.0,111458.2,93.054,1925615.0,100.795,KS,54.1
507,Kentucky,21,2014,Female,F,25-44,559384,58.0,5.0,22.0,181471.8,177770.7,147862.9,187983.8,166717.1,149803.8,138860.5,91.277,2440072.0,93.912,KY,53.1
508,Kentucky,21,2014,Female,F,45-64,607916,261.0,128.0,37.0,181471.8,177770.7,147862.9,187983.8,166717.1,149803.8,138860.5,91.277,2440072.0,93.912,KY,53.1
509,Kentucky,21,2014,Female,F,65+,367965,431.0,392.0,61.0,181471.8,177770.7,147862.9,187983.8,166717.1,149803.8,138860.5,91.277,2440072.0,93.912,KY,53.1
510,Kentucky,21,2014,Male,M,25-44,557989,172.9634703196347,6.0,14.0,181471.8,177770.7,147862.9,187983.8,166717.1,149803.8,138860.5,91.277,2440072.0,93.912,KY,43.3
511,Kentucky,21,2014,Male,M,45-64,578249,172.9634703196347,161.0,44.0,181471.8,177770.7,147862.9,187983.8,166717.1,149803.8,138860.5,91.277,2440072.0,93.912,KY,43.3
512,Kentucky,21,2014,Male,M,65+,286727,172.9634703196347,609.0,145.0,181471.8,177770.7,147862.9,187983.8,166717.1,149803.8,138860.5,91.277,2440072.0,93.912,KY,43.3
513,Kentucky,21,2015,Female,F,25-44,559883,56.0,6.0,18.0,182916.0,186364.2,152975.8,193413.1,174331.2,155868.9,143345.3,90.873,2473915.0,93.705,KY,54.0
514,Kentucky,21,2015,Female,F,45-64,607916,259.0,128.0,41.0,182916.0,186364.2,152975.8,193413.1,174331.2,155868.9,143345.3,90.873,2473915.0,93.705,KY,54.0
515,Kentucky,21,2015,Female,F,65+,377017,433.0,397.0,56.0,182916.0,186364.2,152975.8,193413.1,174331.2,155868.9,143345.3,90.873,2473915.0,93.705,KY,54.0
516,Kentucky,21,2015,Male,M,25-44,558060,172.9634703196347,5.0,12.0,182916.0,186364.2,152975.8,193413.1,174331.2,155868.9,143345.3,90.873,2473915.0,93.705,KY,43.5
517,Kentucky,21,2015,Male,M,45-64,578083,172.9634703196347,160.0,48.0,182916.0,186364.2,152975.8,193413.1,174331.2,155868.9,143345.3,90.873,2473915.0,93.705,KY,43.5
518,Kentucky,21,2015,Male,M,65+,295703,172.9634703196347,568.0,154.0,182916.0,186364.2,152975.8,193413.1,174331.2,155868.9,143345.3,90.873,2473915.0,93.705,KY,43.5
519,Kentucky,21,2016,Female,F,25-44,560801,58.0,6.0,22.0,184115.0,188248.4,157500.4,196484.9,177190.6,158203.4,148558.2,90.565,2498658.0,94.322,KY,54.6
520,Kentucky,21,2016,Female,F,45-64,607515,253.0,122.0,44.0,184115.0,188248.4,157500.4,196484.9,177190.6,158203.4,148558.2,90.565,2498658.0,94.322,KY,54.6
521,Kentucky,21,2016,Female,F,65+,386822,422.0,372.0,61.0,184115.0,188248.4,157500.4,196484.9,177190.6,158203.4,148558.2,90.565,2498658.0,94.322,KY,54.6
522,Kentucky,21,2016,Male,M,25-44,559615,0.0,5.0,13.0,184115.0,188248.4,157500.4,196484.9,177190.6,158203.4,148558.2,90.565,2498658.0,94.322,KY,46.6
523,Kentucky,21,2016,Male,M,45-64,577742,172.9634703196347,148.0,50.0,184115.0,188248.4,157500.4,196484.9,177190.6,158203.4,148558.2,90.565,2498658.0,94.322,KY,46.6
524,Kentucky,21,2016,Male,M,65+,304767,5.0,566.0,154.0,184115.0,188248.4,157500.4,196484.9,177190.6,158203.4,148558.2,90.565,2498658.0,94.322,KY,46.6
525,Kentucky,21,2017,Female,F,25-44,562428,56.0,4.0,23.0,185920.6,191178.0,161144.4,201872.2,182391.5,163348.8,154166.2,90.211,2519975.0,95.67,KY,55.1
526,Kentucky,21,2017,Female,F,45-64,605104,250.0,139.0,43.0,185920.6,191178.0,161144.4,201872.2,182391.5,163348.8,154166.2,90.211,2519975.0,95.67,KY,55.1
527,Kentucky,21,2017,Female,F,65+,396360,437.0,384.0,51.0,185920.6,191178.0,161144.4,201872.2,182391.5,163348.8,154166.2,90.211,2519975.0,95.67,KY,55.1
528,Kentucky,21,2017,Male,M,25-44,562144,172.9634703196347,4.0,11.0,185920.6,191178.0,161144.4,201872.2,182391.5,163348.8,154166.2,90.211,2519975.0,95.67,KY,44.3
529,Kentucky,21,2017,Male,M,45-64,575676,172.9634703196347,144.0,48.0,185920.6,191178.0,161144.4,201872.2,182391.5,163348.8,154166.2,90.211,2519975.0,95.67,KY,44.3
530,Kentucky,21,2017,Male,M,65+,313914,172.9634703196347,555.0,146.0,185920.6,191178.0,161144.4,201872.2,182391.5,163348.8,154166.2,90.211,2519975.0,95.67,KY,44.3
531,Kentucky,21,2018,Female,F,25-44,563178,54.0,4.0,20.0,187926.6,194649.3,165798.7,208558.6,188348.3,169409.4,160787.7,89.53,2545574.0,96.978,KY,53.3
532,Kentucky,21,2018,Female,F,45-64,600986,250.0,133.0,43.0,187926.6,194649.3,165798.7,208558.6,188348.3,169409.4,160787.7,89.53,2545574.0,96.978,KY,53.3
533,Kentucky,21,2018,Female,F,65+,406455,453.0,373.0,63.0,187926.6,194649.3,165798.7,208558.6,188348.3,169409.4,160787.7,89.53,2545574.0,96.978,KY,53.3
534,Kentucky,21,2018,Male,M,25-44,563642,172.9634703196347,3.0,12.0,187926.6,194649.3,165798.7,208558.6,188348.3,169409.4,160787.7,89.53,2545574.0,96.978,KY,46.0
535,Kentucky,21,2018,Male,M,45-64,571305,172.9634703196347,144.0,52.0,187926.6,194649.3,165798.7,208558.6,188348.3,169409.4,160787.7,89.53,2545574.0,96.978,KY,46.0
536,Kentucky,21,2018,Male,M,65+,322902,4.0,496.0,141.0,187926.6,194649.3,165798.7,208558.6,188348.3,169409.4,160787.7,89.53,2545574.0,96.978,KY,46.0
537,Louisiana,22,2014,Female,F,25-44,617460,49.0,3.0,9.0,235355.1,206650.2,157822.6,240737.3,200293.9,181561.0,153179.5,94.335,2684755.0,97.058,LA,60.5
538,Louisiana,22,2014,Female,F,45-64,617796,263.0,85.0,19.0,235355.1,206650.2,157822.6,240737.3,200293.9,181561.0,153179.5,94.335,2684755.0,97.058,LA,60.5
539,Louisiana,22,2014,Female,F,65+,358812,399.0,278.0,31.0,235355.1,206650.2,157822.6,240737.3,200293.9,181561.0,153179.5,94.335,2684755.0,97.058,LA,60.5
540,Louisiana,22,2014,Male,M,25-44,604086,172.9634703196347,4.0,6.0,235355.1,206650.2,157822.6,240737.3,200293.9,181561.0,153179.5,94.335,2684755.0,97.058,LA,46.6
541,Louisiana,22,2014,Male,M,45-64,578866,172.9634703196347,127.0,32.0,235355.1,206650.2,157822.6,240737.3,200293.9,181561.0,153179.5,94.335,2684755.0,97.058,LA,46.6
542,Louisiana,22,2014,Male,M,65+,275714,8.0,468.0,118.0,235355.1,206650.2,157822.6,240737.3,200293.9,181561.0,153179.5,94.335,2684755.0,97.058,LA,46.6
543,Louisiana,22,2015,Female,F,25-44,623009,52.0,2.0,11.0,233016.0,208111.7,162333.3,235113.5,201363.5,183015.6,157340.3,93.996,2696590.0,96.924,LA,61.6
544,Louisiana,22,2015,Female,F,45-64,617921,257.0,84.0,22.0,233016.0,208111.7,162333.3,235113.5,201363.5,183015.6,157340.3,93.996,2696590.0,96.924,LA,61.6
545,Louisiana,22,2015,Female,F,65+,369657,438.0,272.0,37.0,233016.0,208111.7,162333.3,235113.5,201363.5,183015.6,157340.3,93.996,2696590.0,96.924,LA,61.6
546,Louisiana,22,2015,Male,M,25-44,610111,172.9634703196347,161.55295950155764,7.0,233016.0,208111.7,162333.3,235113.5,201363.5,183015.6,157340.3,93.996,2696590.0,96.924,LA,49.2
547,Louisiana,22,2015,Male,M,45-64,577759,172.9634703196347,122.0,37.0,233016.0,208111.7,162333.3,235113.5,201363.5,183015.6,157340.3,93.996,2696590.0,96.924,LA,49.2
548,Louisiana,22,2015,Male,M,65+,285577,172.9634703196347,435.0,120.0,233016.0,208111.7,162333.3,235113.5,201363.5,183015.6,157340.3,93.996,2696590.0,96.924,LA,49.2
549,Louisiana,22,2016,Female,F,25-44,628165,53.0,161.55295950155764,12.0,228428.5,203909.5,163217.7,227090.7,200190.6,181555.9,160575.5,94.462,2691382.0,98.381,LA,60.9
550,Louisiana,22,2016,Female,F,45-64,616823,252.0,86.0,21.0,228428.5,203909.5,163217.7,227090.7,200190.6,181555.9,160575.5,94.462,2691382.0,98.381,LA,60.9
551,Louisiana,22,2016,Female,F,65+,381453,423.0,277.0,30.0,228428.5,203909.5,163217.7,227090.7,200190.6,181555.9,160575.5,94.462,2691382.0,98.381,LA,60.9
